Permit Issued,County,Township,API #,Status,Operator,Well Name & Number,Surface Lat,Surface Long,Endpoint Lat,Endpoint Long
08/21/2013,HARRISON,RUMLEY,34067211420000,Drilled,CHESAPEAKE EXPLORATION LLC,RUBY 15-12-5 8H,40.4146732,-81.024665,40.3959236,-81.0139527
07/17/2013,HARRISON,RUMLEY,34067211430000,Producing,CHESAPEAKE EXPLORATION LLC,RUBY 15-12-5 3H,40.4148093,-81.0245722,40.4347785,-81.0420645
08/21/2013,HARRISON,RUMLEY,34067211440000,Drilled,CHESAPEAKE EXPLORATION LLC,RUBY 15-12-5 6H,40.4147281,-81.0246638,40.3944612,-81.0173962
07/16/2013,HARRISON,RUMLEY,34067211450000,Drilling,CHESAPEAKE EXPLORATION LLC,RUBY 15-12-5 1H,40.414783,-81.0246625,40.4333099,-81.0455204
07/16/2013,HARRISON,RUMLEY,34067211460000,Permitted,CHESAPEAKE EXPLORATION LLC,RUBY 15-12-5 5H,40.4147544,-81.0245734,40.4230061,-81.0289813
08/21/2013,HARRISON,RUMLEY,34067211470000,Permitted,CHESAPEAKE EXPLORATION LLC,RUBY 15-12-5 10H,40.4146995,-81.0245746,40.3973804,-81.0105163
03/06/2013,HARRISON,RUMLEY,34067211480000,Drilled,CHESAPEAKE EXPLORATION LLC,STEWART 12-11-5 1H,40.3786035,-81.0129207,40.3887008,-81.025175
05/19/2014,HARRISON,GERMAN,34067211510000,Drilling,CHESAPEAKE EXPLORATION LLC,ERICSON 11-10-4 5H,40.3634557,-80.9018062,40.3817713,-80.9113148
06/17/2013,HARRISON,GERMAN,34067211520000,Drilled,CHESAPEAKE EXPLORATION LLC,ERICSON 11-10-4 6H,40.3633367,-80.9019346,40.3471441,-80.894296
05/29/2013,HARRISON,MOOREFIELD,34067211550000,Producing,GULFPORT ENERGY CORPORATION,GUSTINA-BEAR 1-23H,40.1905843,-81.1865255,40.1771224,-81.1761646
05/29/2013,HARRISON,MOOREFIELD,34067211560000,Producing,GULFPORT ENERGY CORPORATION,GUSTINA-BEAR 2-23H,40.1906085,-81.1864821,40.1760114,-81.1724612
05/29/2013,HARRISON,MOOREFIELD,34067211570000,Producing,GULFPORT ENERGY CORPORATION,GUSTINA-BEAR 3-23H,40.1906327,-81.1864387,40.1760114,-81.1724612
03/22/2013,HARRISON,WASHINGTON,34067211580000,Producing,GULFPORT ENERGY CORPORATION,LYON 3-27H,40.2465539,-81.3024875,40.2300373,-81.2883285
04/15/2013,HARRISON,FREEPORT,34067211590000,Producing,GULFPORT ENERGY CORPORATION,CLAY 4-4H,40.1734846,-81.2270872,40.1912994,-81.2424942
04/01/2013,HARRISON,MONROE,34067211600000,Drilling,CHEVRON APPALACHIA LLC,WAGNER 1-18HD,40.3876583,-81.2625643,40.3993799,-81.2688637
04/01/2013,HARRISON,MONROE,34067211610100,Drilled,CHEVRON APPALACHIA LLC,WAGNER 2-18HD,40.3876577,-81.2625104,40.3983314,-81.2645672
04/09/2013,HARRISON,ATHENS,34067211620000,Drilled,GULFPORT ENERGY CORPORATION,DARLA 3-22H,40.1784483,-81.0735764,40.157893,-81.057793
07/08/2013,HARRISON,ATHENS,34067211630000,Drilling,GULFPORT ENERGY CORPORATION,DARLA 1-22H,40.1784073,-81.073588,40.1655871,-81.0531866
04/09/2013,HARRISON,ATHENS,34067211640000,Drilled,GULFPORT ENERGY CORPORATION,DARLA 2-22H,40.1784894,-81.0735648,40.1613701,-81.0546768
05/08/2013,HARRISON,GERMAN,34067211690000,Permitted,CHESAPEAKE EXPLORATION LLC,HANCHIN 9-11-4 3H,40.4126918,-80.886026,40.4257814,-80.8957279
05/13/2013,HARRISON,NORTH,34067211720000,Producing,CHESAPEAKE EXPLORATION LLC,WILLIAM PHILLIPS 1-13-6 3H,40.3874895,-81.1031891,40.4072073,-81.1174816
05/13/2013,HARRISON,NORTH,34067211730000,Producing,CHESAPEAKE EXPLORATION LLC,WILLIAM PHILLIPS 1-13-6 1H,40.387515,-81.1032532,40.4065398,-81.1136027
05/08/2013,HARRISON,NORTH,34067211740000,Drilled,CHESAPEAKE EXPLORATION LLC,VALDINGER 12-12-6 1H,40.3825648,-81.1287797,40.393882,-81.1421832
05/08/2013,HARRISON,NORTH,34067211750000,Drilled,CHESAPEAKE EXPLORATION LLC,VALDINGER 12-12-6 8H,40.3824932,-81.1287632,40.3686929,-81.1233081
05/08/2013,HARRISON,NORTH,34067211760000,Drilled,CHESAPEAKE EXPLORATION LLC,VALDINGER 12-12-6 12H,40.3824723,-81.1286201,40.3714535,-81.1168623
05/08/2013,HARRISON,NORTH,34067211770000,Drilled,CHESAPEAKE EXPLORATION LLC,VALDINGER 12-12-6 10H,40.3824814,-81.1286917,40.3702253,-81.119716
05/08/2013,HARRISON,NORTH,34067211780000,Drilled,CHESAPEAKE EXPLORATION LLC,VALDINGER 12-12-6 5H,40.3825439,-81.1286401,40.4011129,-81.1387181
05/08/2013,HARRISON,NORTH,34067211790000,Drilled,CHESAPEAKE EXPLORATION LLC,VALDINGER 12-12-6 3H,40.3825558,-81.1287117,40.3961266,-81.1391072
05/08/2013,HARRISON,NORTH,34067211800000,Drilled,CHESAPEAKE EXPLORATION LLC,VALDINGER 12-12-6 7H,40.3825348,-81.1285685,40.4010946,-81.1344311
05/13/2013,HARRISON,NORTH,34067211810000,Producing,CHESAPEAKE EXPLORATION LLC,WILLIAM PHILLIPS 1-13-6 5H,40.3874667,-81.103125,40.4071859,-81.1209331
05/13/2013,HARRISON,CADIZ,34067211820000,Drilled,HESS OHIO DEVELOPMENTS LLC,CADIZ B 2H-14,40.22723,-81.0383932,40.2052596,-81.0258554
07/02/2013,HARRISON,FREEPORT,34067211840000,Permitted,GULFPORT ENERGY CORPORATION,MILLIKEN 4-4H,40.1748469,-81.2399585,40.1921673,-81.2572683
07/02/2013,HARRISON,FREEPORT,34067211850000,Producing,GULFPORT ENERGY CORPORATION,MILLIKEN 1-4H,40.1747795,-81.2398237,40.1988826,-81.2523035
07/02/2013,HARRISON,FREEPORT,34067211860000,Drilling,GULFPORT ENERGY CORPORATION,MILLIKEN 2-4H,40.174802,-81.2398698,40.1981828,-81.2550838
07/02/2013,HARRISON,FREEPORT,34067211870000,Drilling,GULFPORT ENERGY CORPORATION,MILLIKEN 3-4H,40.1748244,-81.2399124,40.1959555,-81.2567468
06/19/2014,HARRISON,STOCK,34067211880000,Permitted,CHESAPEAKE EXPLORATION LLC,WRIGHT 35-11-5 3H,40.3600854,-81.1022377,40.3798244,-81.1150985
06/19/2014,HARRISON,STOCK,34067211890000,Permitted,CHESAPEAKE EXPLORATION LLC,WRIGHT 35-11-5 5H,40.3601403,-81.1022402,40.3797661,-81.113007
06/19/2014,HARRISON,STOCK,34067211900000,Permitted,CHESAPEAKE EXPLORATION LLC,WRIGHT 35-11-5 6H,40.3599986,-81.1023221,40.341463,-81.0896694
06/19/2014,HARRISON,STOCK,34067211910000,Permitted,CHESAPEAKE EXPLORATION LLC,WRIGHT 35-11-5 8H,40.3600535,-81.1023245,40.3414293,-81.0876073
06/19/2014,HARRISON,STOCK,34067211920000,Permitted,CHESAPEAKE EXPLORATION LLC,WRIGHT 35-11-5 10H,40.3601084,-81.102327,40.3413955,-81.0855451
06/19/2014,HARRISON,STOCK,34067211930000,Permitted,CHESAPEAKE EXPLORATION LLC,WRIGHT 35-11-5 1H,40.3600305,-81.1022353,40.3798828,-81.1171937
08/23/2013,HARRISON,NORTH,34067211940000,Drilled,CHESAPEAKE EXPLORATION LLC,ROGERS 27-12-5 3H,40.4203175,-81.0712522,40.4384289,-81.0865142
06/07/2013,HARRISON,CADIZ,34067211950000,Drilled,HESS OHIO DEVELOPMENTS LLC,CADIZ B 1H-14,40.2272086,-81.0384402,40.2042069,-81.0285208
06/17/2013,HARRISON,ARCHER,34067211960000,Drilled,HESS OHIO DEVELOPMENTS LLC,ARCHER A 1H-31,40.3004691,-80.9883328,40.311483,-81.0072473
06/07/2013,HARRISON,CADIZ,34067211970000,Drilled,HESS OHIO DEVELOPMENTS LLC,CADIZ B 5H-14,40.2272886,-81.0382522,40.208536,-81.0181424
06/07/2013,HARRISON,CADIZ,34067211980000,Drilled,HESS OHIO DEVELOPMENTS LLC,CADIZ B 3H-14,40.2272486,-81.0383462,40.2063489,-81.023275
06/07/2013,HARRISON,CADIZ,34067211990000,Drilled,HESS OHIO DEVELOPMENTS LLC,CADIZ B 4H-14,40.2272699,-81.0382992,40.2074492,-81.0206942
06/11/2013,HARRISON,MOOREFIELD,34067212000000,Permitted,GULFPORT ENERGY CORPORATION,BK STEPHENS 4-16H,40.185439,-81.167818,40.1985545,-81.1825636
04/30/2014,HARRISON,ARCHER,34067212010000,Drilling,CHESAPEAKE EXPLORATION LLC,HELEN HALTER 23-11-5 10H (8),40.3598136,-81.0596721,40.3391702,-81.0450753
09/06/2013,HARRISON,ARCHER,34067212010100,Permitted,CHESAPEAKE EXPLORATION LLC,HELEN HALTER 23-11-5 8H,40.3598136,-81.0596721,40.3395992,-81.0462103
04/30/2014,HARRISON,ARCHER,34067212020000,Permitted,CHESAPEAKE EXPLORATION LLC,HELEN HALTER 23-11-5 1H (3),40.3598181,-81.0598119,40.379703,-81.0777975
04/30/2014,HARRISON,ARCHER,34067212030000,Drilling,CHESAPEAKE EXPLORATION LLC,HELEN HALTER 23-11-5 3H (5),40.3598503,-81.0597538,40.3802363,-81.0765405
04/30/2014,HARRISON,ARCHER,34067212040000,Permitted,CHESAPEAKE EXPLORATION LLC,HELEN HALTER 23-11-5 5H (10H),40.3598853,-81.0596956,40.3807697,-81.0752871
04/30/2014,HARRISON,ARCHER,34067212050000,Permitted,CHESAPEAKE EXPLORATION LLC,HELEN HALTER 23-11-5 6H (1),40.3597464,-81.0597884,40.338104,-81.0475846
04/30/2014,HARRISON,ARCHER,34067212060000,Drilled,CHESAPEAKE EXPLORATION LLC,HELEN HALTER 23-11-5 8H (6H),40.3597786,-81.0597302,40.3386371,-81.0463317
06/12/2013,HARRISON,MOOREFIELD,34067212070000,Permitted,GULFPORT ENERGY CORPORATION,BK STEPHENS 6-16-H,40.1855057,-81.1678847,40.1730702,-81.1630007
06/12/2013,HARRISON,MOOREFIELD,34067212080000,Permitted,GULFPORT ENERGY CORPORATION,BK STEPHENS 5-16H,40.1854723,-81.1678496,40.1725658,-81.1604987
06/13/2014,HARRISON,MOOREFIELD,34067212090000,Permitted,GULFPORT ENERGY CORPORATION,PUSKARICH 1-18H,40.2032961,-81.1628511,40.1928152,-81.1514986
06/13/2014,HARRISON,MOOREFIELD,34067212100000,Drilling,GULFPORT ENERGY CORPORATION,PUSKARICH  2-18H,40.2032608,-81.162884,40.1878653,-81.1517094
06/17/2013,HARRISON,ARCHER,34067212110000,Drilled,HESS OHIO DEVELOPMENTS LLC,ARCHER A 2H-31,40.3004597,-80.9882506,40.3126124,-81.0046077
06/21/2013,HARRISON,ARCHER,34067212120000,Drilled,HESS OHIO DEVELOPMENTS LLC,ARCHER A 4H-31,40.3004357,-80.9880934,40.3148905,-80.9993495
06/21/2013,HARRISON,ARCHER,34067212130000,Drilled,HESS OHIO DEVELOPMENTS LLC,ARCHER A 3H-31,40.3004477,-80.988172,40.3137633,-81.001939
10/29/2013,HARRISON,ATHENS,34067212140000,Drilled,HESS OHIO DEVELOPMENTS LLC,ATHENS B 4H-5,40.1791212,-81.0100256,40.2002216,-81.0317697
10/29/2013,HARRISON,ATHENS,34067212150000,Drilled,HESS OHIO DEVELOPMENTS LLC,ATHENS B 3H-5,40.1791532,-81.0099533,40.2026486,-81.0290241
10/29/2013,HARRISON,ATHENS,34067212160000,Drilled,HESS OHIO DEVELOPMENTS LLC,ATHENS B 2H-5,40.1791825,-81.0098846,40.2041139,-81.0255799
07/08/2013,HARRISON,ATHENS,34067212170000,Drilled,GULFPORT ENERGY CORPORATION,WAGNER 4-28 H,40.1785277,-81.0735533,40.1555044,-81.0603667
08/09/2013,HARRISON,RUMLEY,34067212180000,Drilled,CHESAPEAKE EXPLORATION LLC,LONG 21-12-5 6H,40.4177019,-81.0525775,40.399539,-81.0437364
10/29/2013,HARRISON,ATHENS,34067212190000,Drilled,HESS OHIO DEVELOPMENTS LLC,ATHENS B 1H-5,40.1792117,-81.0098124,40.2037942,-81.0214589
08/09/2013,HARRISON,RUMLEY,34067212200000,Drilled,CHESAPEAKE EXPLORATION LLC,LONG 21-12-5 7H,40.4176501,-81.0526073,40.4002798,-81.0417704
02/13/2014,HARRISON,NORTH,34067212210000,Permitted,CHESAPEAKE EXPLORATION LLC,DEMIS 12-12-6 1H,40.3786857,-81.140005,40.3974259,-81.1565415
02/13/2014,HARRISON,NORTH,34067212220000,Permitted,CHESAPEAKE EXPLORATION LLC,DEMIS 12-12-6 5H,40.3786785,-81.1398616,40.3992958,-81.152152
02/13/2014,HARRISON,NORTH,34067212230000,Permitted,CHESAPEAKE EXPLORATION LLC,DEMIS 12-12-6 3H,40.3786821,-81.1399333,40.3983609,-81.1543468
01/27/2014,HARRISON,RUMLEY,34067212340000,Drilled,CHESAPEAKE EXPLORATION LLC,ARBAUGH 31-11-4 1H,40.3818841,-80.9824848,40.3976312,-80.9980295
08/29/2013,HARRISON,FREEPORT,34067212350100,Permitted,CHEVRON APPALACHIA LLC,E CLARK SOUTH 7-25HD,40.2246335,-81.2998648,40.2141247,-81.2902461
08/29/2013,HARRISON,FREEPORT,34067212370000,Drilled,CHEVRON APPALACHIA LLC,E CLARK SOUTH 5-25HD,40.2244885,-81.2999139,40.2437545,-81.3146204
08/29/2013,HARRISON,FREEPORT,34067212380000,Permitted,CHEVRON APPALACHIA LLC,E CLARK SOUTH 9-25HD,40.2245563,-81.2998303,40.2354685,-81.3053258
01/27/2014,HARRISON,RUMLEY,34067212390000,Drilled,CHESAPEAKE EXPLORATION LLC,ARBAUGH 31-11-4 5H,40.3819821,-80.9824287,40.3987747,-80.9908546
01/27/2014,HARRISON,RUMLEY,34067212430000,Drilled,CHESAPEAKE EXPLORATION LLC,ARBAUGH 31-11-4 3H,40.3819365,-80.9825051,40.3992869,-80.9936761
10/31/2013,HARRISON,STOCK,34067212440100,Permitted,ECLIPSE RESOURCES I LP,MIZER UNIT 10H,40.3322439,-81.1167315,40.3193709,-81.100734
10/31/2013,HARRISON,STOCK,34067212450100,Permitted,ECLIPSE RESOURCES I LP,MIZER UNIT 8H,40.3321949,-81.1167612,40.3183355,-81.1031621
10/31/2013,HARRISON,STOCK,34067212460100,Permitted,ECLIPSE RESOURCES I LP,MIZER UNIT 6H,40.3321431,-81.1167946,40.3173029,-81.1055901
10/31/2013,HARRISON,STOCK,34067212470100,Permitted,ECLIPSE RESOURCES I LP,MIZER UNIT 2H,40.332045,-81.1168576,40.3163324,-81.1104231
10/31/2013,HARRISON,STOCK,34067212480100,Permitted,ECLIPSE RESOURCES I LP,MIZER UNIT 4H,40.3320941,-81.1168243,40.3162674,-81.1080181
09/18/2013,HARRISON,NORTH,34067212490000,Drilled,CHESAPEAKE EXPLORATION LLC,ROGERS 27-12-5 1H,40.4202625,-81.0712462,40.4369937,-81.0898966
09/18/2013,HARRISON,NORTH,34067212500000,Drilled,CHESAPEAKE EXPLORATION LLC,ROGERS 27-12-5 5H,40.4203697,-81.0712547,40.4399056,-81.082951
09/18/2013,HARRISON,NORTH,34067212510000,Drilled,CHESAPEAKE EXPLORATION LLC,ROGERS 27-12-5 7H,40.4204247,-81.0712607,40.4413984,-81.0793658
10/11/2013,HARRISON,STOCK,34067212530000,Permitted,ECLIPSE RESOURCES I LP,MIZER FARMS UNIT 7H,40.3024296,-81.0958112,40.318036,-81.1026878
10/11/2013,HARRISON,STOCK,34067212540000,Permitted,ECLIPSE RESOURCES I LP,MIZER FARMS UNIT 5H,40.302426,-81.0957395,40.3170833,-81.1049241
10/11/2013,HARRISON,STOCK,34067212550000,Permitted,ECLIPSE RESOURCES I LP,MIZER FARMS UNIT 3H,40.3023711,-81.0957407,40.3161333,-81.1071566
10/11/2013,HARRISON,STOCK,34067212560000,Permitted,ECLIPSE RESOURCES I LP,MIZER FARMS UNIT 9H,40.3024845,-81.0958064,40.3189859,-81.1004551
12/16/2013,HARRISON,STOCK,34067212570000,Permitted,ECLIPSE RESOURCES I LP,MIZER FARMS UNIT 1H,40.3023162,-81.0957454,40.3006384,-81.0988247
02/19/2014,HARRISON,STOCK,34067212570100,Permitted,ECLIPSE RESOURCES I LP,MIZER FARMS UNIT 1H,40.3023162,-81.0957454,40.3151833,-81.1093891
11/26/2013,HARRISON,NOTTINGHAM,34067212590000,Producing,AMERICAN ENERGY UTICA LLC,JONES N NTG HR 5H,40.254023,-81.1675793,40.2692709,-81.1796746
11/06/2013,HARRISON,MOOREFIELD,34067212610000,Producing,GULFPORT ENERGY CORPORATION,MICHAEL 1-23H,40.1942138,-81.1714234,40.1724001,-81.1534417
11/06/2013,HARRISON,MOOREFIELD,34067212620000,Permitted,GULFPORT ENERGY CORPORATION,MICHAEL 2-23H,40.1942281,-81.1714768,40.1712525,-81.1488057
11/26/2013,HARRISON,NOTTINGHAM,34067212640000,Drilled,AMERICAN ENERGY UTICA LLC,JONES N NTG HR 7H,40.2540304,-81.1675075,40.2696751,-81.1768929
11/26/2013,HARRISON,NOTTINGHAM,34067212650000,Drilled,AMERICAN ENERGY UTICA LLC,JONES N NTG HR 1H,40.2540054,-81.1677194,40.2666656,-81.1839332
11/26/2013,HARRISON,NOTTINGHAM,34067212660000,Drilled,AMERICAN ENERGY UTICA LLC,JONES N NTG HR 3H,40.2540128,-81.1676476,40.2676707,-81.1815876
11/29/2013,HARRISON,NOTTINGHAM,34067212670000,Drilling,AMERICAN ENERGY UTICA LLC,JONES N NTG HR 9H,40.2540378,-81.1674357,40.2706773,-81.1745436
12/20/2013,HARRISON,MOOREFIELD,34067212700000,Drilled,AMERICAN ENERGY UTICA LLC,RH TARBERT MRF HR 3H,40.2015352,-81.1791969,40.2153578,-81.1887244
12/20/2013,HARRISON,MOOREFIELD,34067212710000,Drilled,AMERICAN ENERGY UTICA LLC,RH TARBERT MRF HR 5H,40.2015481,-81.1791286,40.2163491,-81.1863703
12/20/2013,HARRISON,MOOREFIELD,34067212720000,Drilled,AMERICAN ENERGY UTICA LLC,RH TARBERT MRF HR 1H,40.2015223,-81.1792688,40.2143692,-81.1910784
04/17/2014,HARRISON,NORTH,34067212730000,Drilling,CHESAPEAKE EXPLORATION LLC,TRUSHELL 8-13-6 1H,40.4133365,-81.1244404,40.4306292,-81.1354317
04/17/2014,HARRISON,NORTH,34067212740000,Drilling,CHESAPEAKE EXPLORATION LLC,TRUSHELL 8-13-6 3H,40.4133002,-81.1243873,40.4313217,-81.1338836
04/17/2014,HARRISON,NORTH,34067212750000,Permitted,CHESAPEAKE EXPLORATION LLC,TRUSHELL 8-13-6 5H,40.4132638,-81.1243341,40.4320169,-81.1323318
03/18/2014,HARRISON,MOOREFIELD,34067212760000,Drilling,AMERICAN ENERGY UTICA LLC,RH HAMILTON S MRF HR 2H,40.2246697,-81.1787721,40.2024053,-81.1683536
01/23/2014,HARRISON,MOOREFIELD,34067212780000,Permitted,GULFPORT ENERGY CORPORATION,DAVIDSON 1-36H,40.2101466,-81.2088128,40.2242661,-81.2198209
01/23/2014,HARRISON,MOOREFIELD,34067212790000,Permitted,GULFPORT ENERGY CORPORATION,DAVIDSON 2-36H,40.2101852,-81.2088228,40.2283378,-81.2186506
03/26/2014,HARRISON,GERMAN,34067212810000,Drilled,CHESAPEAKE EXPLORATION LLC,HALL 29-10-4 3H,40.3545002,-80.9616671,40.3734581,-80.9754546
02/19/2014,HARRISON,STOCK,34067212840000,Drilling,ECLIPSE RESOURCES I LP,MADZIA UNIT 10H,40.3146346,-81.0871127,40.3040664,-81.0715705
02/19/2014,HARRISON,STOCK,34067212850000,Drilling,ECLIPSE RESOURCES I LP,MADZIA UNIT 6H,40.314543,-81.0870321,40.3018662,-81.0767412
02/19/2014,HARRISON,STOCK,34067212860000,Drilling,ECLIPSE RESOURCES I LP,MADZIA UNIT 8H,40.3145875,-81.0870742,40.3029649,-81.0741541
02/19/2014,HARRISON,STOCK,34067212870000,Drilling,ECLIPSE RESOURCES I LP,MADZIA UNIT 4H,40.3144986,-81.0869936,40.3007647,-81.0793246
02/19/2014,HARRISON,STOCK,34067212880000,Drilling,ECLIPSE RESOURCES I LP,MADZIA UNIT 2H,40.3144514,-81.0869516,40.2996658,-81.0819115
05/06/2014,HARRISON,NOTTINGHAM,34067212890000,Permitted,AMERICAN ENERGY UTICA LLC,RH BSA S NTG HR 2H,40.2590459,-81.1530463,40.2439012,-81.1505609
02/07/2014,HARRISON,NORTH,34067212900000,Drilling,CHESAPEAKE EXPLORATION LLC,YODER NORTH 33-12-5 3H,40.4231631,-81.08858,40.4377331,-81.1009
02/10/2014,HARRISON,STOCK,34067212910000,Drilling,CHESAPEAKE EXPLORATION LLC,DODSON 28-11-5 6H,40.3504973,-81.079683,40.3301401,-81.0677734
02/10/2014,HARRISON,STOCK,34067212920000,Drilled,CHESAPEAKE EXPLORATION LLC,DODSON 28-11-5 10H,40.350597,-81.0797491,40.3327021,-81.0638909
04/15/2014,HARRISON,GERMAN,34067212940000,Drilled,CHESAPEAKE EXPLORATION LLC,HALL 29-10-4 1H,40.3544597,-80.9617147,40.3735744,-80.98005
02/18/2014,HARRISON,NORTH,34067212970000,Drilling,CHESAPEAKE EXPLORATION LLC,YODER NORTH 33-12-5 1H,40.4231133,-81.0885488,40.4367909,-81.1030934
03/06/2014,HARRISON,MONROE,34067212980000,Permitted,CHESAPEAKE EXPLORATION LLC,BOWERSTON 21-13-6 10H,40.4212626,-81.1658632,40.4020666,-81.1503652
03/06/2014,HARRISON,MONROE,34067212990000,Permitted,CHESAPEAKE EXPLORATION LLC,BOWERSTON 21-13-6 8H,40.4212417,-81.1659534,40.4005601,-81.1539074
03/06/2014,HARRISON,MONROE,34067213000000,Permitted,CHESAPEAKE EXPLORATION LLC,BOWERSTON 21-13-6 6H,40.4212965,-81.1659487,40.3990909,-81.1573554
03/10/2014,HARRISON,ATHENS,34067213010000,Permitted,HESS OHIO DEVELOPMENTS LLC,ATHENS C 1H-19,40.2212494,-81.0535398,40.1973299,-81.0415132
03/10/2014,HARRISON,ATHENS,34067213020000,Permitted,HESS OHIO DEVELOPMENTS LLC,ATHENS C 2H-19,40.2212708,-81.0534928,40.1982094,-81.0394499
03/10/2014,HARRISON,ATHENS,34067213030000,Drilling,HESS OHIO DEVELOPMENTS LLC,ATHENS C 3H-19,40.2212894,-81.0534458,40.1990887,-81.037383
03/10/2014,HARRISON,ATHENS,34067213040000,Drilling,HESS OHIO DEVELOPMENTS LLC,ATHENS C 4H-19,40.2213507,-81.0530828,40.1999681,-81.0353195
03/10/2014,HARRISON,ATHENS,34067213050000,Drilling,HESS OHIO DEVELOPMENTS LLC,ATHENS C 5H-19,40.2213294,-81.0533518,40.2008474,-81.0332525
03/10/2014,HARRISON,ATHENS,34067213060000,Drilling,HESS OHIO DEVELOPMENTS LLC,ATHENS C 6H-19,40.2213507,-81.0533048,40.2017267,-81.0311853
03/12/2014,HARRISON,CADIZ,34067213070000,Drilling,HESS OHIO DEVELOPMENTS LLC,CADIZ C 1H-11,40.2834775,-81.0124614,40.3031965,-81.0329403
03/12/2014,HARRISON,CADIZ,34067213080000,Drilling,HESS OHIO DEVELOPMENTS LLC,CADIZ C 4H-11,40.2834754,-81.0123001,40.3064923,-81.0251837
03/12/2014,HARRISON,CADIZ,34067213090000,Drilling,HESS OHIO DEVELOPMENTS LLC,CADIZ C 5H-11,40.2834747,-81.0122464,40.3075926,-81.0225991
03/12/2014,HARRISON,CADIZ,34067213100000,Permitted,HESS OHIO DEVELOPMENTS LLC,CADIZ C 3H-11,40.2834761,-81.0123539,40.3053946,-81.0277681
03/12/2014,HARRISON,CADIZ,34067213110000,Permitted,HESS OHIO DEVELOPMENTS LLC,CADIZ C 2H-11,40.2834768,-81.0124076,40.3042942,-81.0303561
03/18/2014,HARRISON,MOOREFIELD,34067213120000,Permitted,AMERICAN ENERGY UTICA LLC,RH HAMILTON S MRF HR 4H,40.2247187,-81.1787353,40.2049746,-81.1706797
03/18/2014,HARRISON,MOOREFIELD,34067213130000,Drilling,AMERICAN ENERGY UTICA LLC,RH HAMILTON S MRF HR 6H,40.224765,-81.1787021,40.2071251,-81.168657
03/18/2014,HARRISON,MOOREFIELD,34067213140000,Permitted,AMERICAN ENERGY UTICA LLC,RH HAMILTON S MRF HR 8H,40.224814,-81.1786654,40.2080513,-81.1664008
03/18/2014,HARRISON,MOOREFIELD,34067213150000,Permitted,AMERICAN ENERGY UTICA LLC,RH HAMILTON S MRF HR 10H,40.224863,-81.1786322,40.2083749,-81.1635694
03/19/2014,HARRISON,CADIZ,34067213160000,Permitted,HESS OHIO DEVELOPMENTS LLC,CADIZ D 5H-8,40.2307384,-81.023714,40.2111755,-81.0023075
03/25/2014,HARRISON,NORTH,34067213170000,Drilling,CHESAPEAKE EXPLORATION LLC,YODER 33-12-5 10H,40.4231204,-81.0884516,40.4060054,-81.0729415
03/19/2014,HARRISON,CADIZ,34067213180000,Permitted,HESS OHIO DEVELOPMENTS LLC,CADIZ D 1H-8,40.2306584,-81.023902,40.2069143,-81.0127325
03/26/2014,HARRISON,CADIZ,34067213190000,Drilling,HESS OHIO DEVELOPMENTS LLC,CADIZ D 2H-8,40.230677,-81.023855,40.2079811,-81.0101272
03/26/2014,HARRISON,CADIZ,34067213200000,Drilling,HESS OHIO DEVELOPMENTS LLC,CADIZ D 3H-8,40.2306984,-81.023808,40.2090451,-81.0075219
03/26/2014,HARRISON,CADIZ,34067213210000,Drilling,HESS OHIO DEVELOPMENTS LLC,CADIZ D 4H-8,40.230717,-81.023761,40.2101117,-81.0049165
04/17/2014,HARRISON,NORTH,34067213220000,Drilled,CHESAPEAKE EXPLORATION LLC,TRUSHELL 8-13-6 201H,40.4133728,-81.1244935,40.4299561,-81.1369974
04/30/2014,HARRISON,ARCHER,34067213240000,Drilling,CHESAPEAKE EXPLORATION LLC,HELEN HALTER 23-11-5 205H,40.3599175,-81.0596375,40.3813031,-81.0740336
04/30/2014,HARRISON,ARCHER,34067213250000,Permitted,CHESAPEAKE EXPLORATION LLC,HELEN HALTER 23-11-5 210H,40.3598458,-81.059614,40.3397032,-81.0438224
04/30/2014,HARRISON,NORTH,34067213260000,Drilling,CHESAPEAKE EXPLORATION LLC,YODER 33-12-5 6H,40.4230663,-81.0885174,40.4034878,-81.0788665
04/30/2014,HARRISON,NORTH,34067213270000,Drilling,CHESAPEAKE EXPLORATION LLC,YODER 33-12-5 8H,40.4230733,-81.0884203,40.4044213,-81.0766705
05/06/2014,HARRISON,NOTTINGHAM,34067213280000,Permitted,AMERICAN ENERGY UTICA LLC,RH BSA S NTG HR 4H,40.2590983,-81.1530668,40.243841,-81.1464174
05/06/2014,HARRISON,NOTTINGHAM,34067213290000,Permitted,AMERICAN ENERGY UTICA LLC,RH BSA S NTG HR 6H,40.2591508,-81.1530908,40.243861,-81.1423332
05/06/2014,HARRISON,NOTTINGHAM,34067213300000,Permitted,AMERICAN ENERGY UTICA LLC,RH BSA S NTG HR 8H,40.2592032,-81.1531148,40.2446922,-81.1388378
05/12/2014,HARRISON,NOTTINGHAM,34067213310000,Permitted,AMERICAN ENERGY UTICA LLC,RH BSA N NTG HR 5H,40.2591167,-81.1532276,40.274918,-81.1669654
05/12/2014,HARRISON,NOTTINGHAM,34067213320000,Permitted,AMERICAN ENERGY UTICA LLC,RH BSA N NTG HR 7H,40.2591691,-81.1532517,40.27592,-81.1646158
